1763155629.02	27	9
1763155635.43	28	9
1767732563.33	861	3311
1767732563.39	862	3935
1767732563.46	863	1885
1767732563.53	864	3995
1767732563.59	865	2444
1767732563.66	866	3601
1767732563.73	867	2746
1767732563.80	868	3120
1767732563.86	869	1509
1767732563.93	870	2258
1767732564.00	871	3056
1767732564.06	872	3047
1767732564.13	873	3961
1767732564.20	874	3601
1767732564.26	875	2557
1767732564.33	876	1931
1767732564.40	877	1306
1767732564.47	878	4259
1767732564.53	879	3286
1767732564.60	880	2612
1767732564.67	881	3583
1767732564.73	882	3142
1767732564.80	883	2190
1767732564.87	884	1322
1767732564.94	885	2552
1767732565.00	886	3595
1767732565.07	887	4317
1767732565.14	888	3335
1767732565.20	889	4381
1767732565.27	890	3205
1767732565.34	891	3442
1767732565.41	892	4073
1767732565.47	893	1389
1767732565.54	894	3560
1767732565.61	895	3495
1767732565.67	896	3663
1767732565.74	897	3681
1767732565.81	898	3566
1767732565.87	899	9
1767732573.36	900	9
1767732578.54	901	2150
1767732578.61	902	3978
1767732578.67	903	4358
1767732578.74	904	1677
1767732578.81	905	2342
1767732578.88	906	3482
1767732578.94	907	4305
1767732579.01	908	3837
1767732579.08	909	1417
1767732579.14	910	3372
1767732579.21	911	4256
1767732579.28	912	2348
1767732579.35	913	3300
1767732579.48	915	2747
1767732579.55	916	4186
1767732579.61	917	1324
1767732579.68	918	4297
1767732579.75	919	1529
1767732579.81	920	1374
1767732579.88	921	3471
1767732579.95	922	3682
1767732580.02	923	1882
1767732580.08	924	1348
1767732580.22	926	1592
1767732580.35	928	4076
1767732580.49	930	1837
1767732580.55	931	9
1767732587.37	932	9
1767732588.60	933	2947
1767732588.67	934	3334
1767732588.74	935	1884
1767732588.80	936	1511
1767732588.87	937	1359
1767732588.94	938	2284
1767732589.00	939	3914
1767732589.07	940	4303
1767732589.14	941	2326
1767732589.21	942	1659
1767732589.27	943	4054
1767732589.34	944	4340
1767732589.41	945	1468
1767732589.47	946	1964
1767732589.54	947	3073
1767732589.61	948	2139
1767732589.68	949	2108
1767732589.74	950	3504
1767732589.81	951	2183
1767732589.88	952	4204
1767732589.94	953	4178
1767732590.01	954	2880
1767732590.08	955	3568
1767732590.14	956	3997
1767732590.21	957	2839
1767732590.28	958	3447
1767732590.35	959	2289
1767732590.48	961	2001
1767732590.61	963	4223
1767732590.68	964	2598
1767732590.75	965	2372
1767732590.82	966	3821
1767732590.88	967	9
1767732596.34	968	1338
1767732596.40	969	1263
1767732596.47	970	1717
1767732596.54	971	3640
1767732596.60	972	3824
1767732596.74	974	4206
1767732596.80	975	3155
1767732596.87	976	1465
1767732596.94	977	3051
1767732597.01	978	3076
1767732597.14	980	1713
1767732597.21	981	1808
1767732597.27	982	3739
1767732597.34	983	4130
1767732597.48	985	4062
1767732597.54	986	3350
1767732597.61	987	1730
1767732597.68	988	3877
1767732597.74	989	2232
1767732597.81	990	1945
1767732597.88	991	9
1767732600.86	992	9
1767732607.76	993	1924
1767732607.82	994	3598
1767732607.89	995	1329
1767732607.96	996	4176
1767732608.03	997	2218
1767732608.09	998	1816
1767732608.16	999	3466
1767732608.23	1000	2521
1767732608.29	1001	3673
1767732608.36	1002	3272
1767732608.43	1003	1983
1767732608.49	1004	3590
1767732608.63	1006	1380
1767732608.76	1008	4098
1767732608.83	1009	2220
1767732608.90	1010	3036
1767732608.96	1011	4136
1767732609.03	1012	1736
1767732609.10	1013	3533
1767732609.17	1014	3567
1767732609.30	1016	9
1767732615.85	1017	3039
1767732615.92	1018	2493
1767732616.18	1022	2667
1767732616.25	1023	3579
1767732616.32	1024	1416
1767732616.39	1025	1771
1767732616.45	1026	1723
1767732616.52	1027	3236
1767732616.59	1028	2247
1767732616.65	1029	2886
1767732616.72	1030	1810
1767732616.79	1031	3586
1767732616.85	1032	1280
1767732616.92	1033	2231
1767732616.99	1034	3974
1767732617.06	1035	3668
1767732617.12	1036	3817
1767732617.19	1037	1363
1767732617.26	1038	2485
1767732617.32	1039	2715
1767732617.39	1040	1411
1767732617.46	1041	4016
1767732617.53	1042	2060
1767732617.59	1043	1675
1767732617.66	1044	2480
1767732617.73	1045	2026
1767732617.79	1046	1837
1767732617.86	1047	3737
1767732617.99	1049	4355
1767732618.20	1052	4064
1767732618.26	1053	1630
1767732618.33	1054	3840
1767732618.40	1055	1511
1767732618.46	1056	9
1767732620.96	1057	1840
1767732621.02	1058	3362
1767732621.09	1059	2414
1767732621.16	1060	4252
1767732621.22	1061	2940
1767732621.29	1062	2459
1767732621.36	1063	3755
1767732621.43	1064	2787
1767732621.49	1065	3691
1767732621.56	1066	2501
1767732621.63	1067	2948
1767732621.69	1068	3526
1767732621.76	1069	3482
1767732621.83	1070	1964
1767732621.90	1071	2458
1767732621.96	1072	1918
1767732622.03	1073	1937
1767732622.10	1074	4282
1767732622.16	1075	1412
1767732622.23	1076	4068
1767732622.30	1077	3894
1767732622.37	1078	3912
1767732622.43	1079	9
1767732623.62	1080	4367
1767732623.68	1081	3784
1767732623.82	1083	4275
1767732623.95	1085	1273
1767732624.02	1086	3460
1767732624.09	1087	2938
1767732624.15	1088	4396
1767732624.22	1089	2747
1767732624.29	1090	3834
1767732624.35	1091	4302
1767732624.42	1092	2489
1767732624.49	1093	3637
1767732624.56	1094	1702
1767732624.62	1095	3825
1767732624.69	1096	3363
1767732624.76	1097	1504
1767732624.89	1099	3982
1767732624.96	1100	1871
1767732625.02	1101	9
1767732631.24	1102	9
1767732639.08	1103	2809
1767732639.15	1104	4377
1767732639.21	1105	4208
1767732639.28	1106	3377
1767732639.35	1107	4272
1767732639.42	1108	3239
1767732639.48	1109	2552
1767732639.55	1110	2006
1767732639.69	1112	3670
1767732639.75	1113	3336
1767732639.82	1114	2510
1767732639.89	1115	3625
1767732639.95	1116	2560
1767732640.02	1117	2516
1767732640.09	1118	3303
1767732640.15	1119	2705
1767732640.22	1120	3216
1767732640.29	1121	3795
1767732640.42	1123	9
1767732649.93	1124	9
1767732653.17	1125	9
1767732654.78	1126	9
1767732657.12	1127	9
1767732665.34	1128	4148
1767732665.47	1130	3905
1767732665.61	1132	2213
1767732665.68	1133	1820
1767732665.74	1134	2308
1767732665.81	1135	2992
1767732665.88	1136	3548
1767732665.94	1137	2551
1767732666.01	1138	4401
1767732666.08	1139	2146
1767732666.15	1140	2076
1767732666.21	1141	3792
1767732666.28	1142	1734
1767732666.35	1143	2199
1767732666.41	1144	3279
1767732666.48	1145	4223
1767732666.55	1146	2324
1767732666.61	1147	2480
1767732666.75	1149	3240
1767732666.82	1150	1466
1767732666.88	1151	1719
1767732666.95	1152	4048
1767732667.02	1153	2336
1767732667.08	1154	2348
1767732667.15	1155	2241
1767732667.22	1156	9
1767732674.17	1157	9
1767732677.01	1158	3630
1767732677.07	1159	1282
1767732677.14	1160	1979
1767732677.21	1161	3164
1767732677.28	1162	1712
1767732677.34	1163	1896
1767732677.41	1164	1803
1767732677.48	1165	3698
1767732677.68	1168	2042
1767732677.74	1169	1380
1767732677.81	1170	1850
1767732677.88	1171	2821
1767732677.95	1172	2502
1767732678.08	1174	1340
1767732678.22	1176	3786
1767732678.28	1177	1958
1767732678.42	1179	3974
1767732678.48	1180	1660
1767732678.55	1181	9
1767732683.41	1182	1581
1767732683.48	1183	2276
1767732683.54	1184	3085
1767732683.61	1185	3892
1767732683.68	1186	3835
1767732683.75	1187	1547
1767732683.88	1189	3879
1767732683.95	1190	1608
1767732684.01	1191	4069
1767732684.08	1192	2040
1767732684.15	1193	2220
1767732684.22	1194	3644
1767732684.28	1195	2244
1767732684.35	1196	3146
1767732684.42	1197	2137
1767732684.48	1198	4245
1767732684.55	1199	3739
1767732684.62	1200	9
1767732693.68	1201	9
1767732702.13	1202	9
1767732708.51	1203	9
1767732710.18	1204	9
1767732717.01	1205	2997
1767732717.08	1206	2273
1767732717.14	1207	3879
1767732717.21	1208	1988
1767732717.28	1209	4044
1767732717.35	1210	3859
1767732717.41	1211	2342
1767732717.48	1212	1307
1767732717.55	1213	3755
1767732717.61	1214	3836
1767732717.68	1215	3741
1767732717.75	1216	1578
1767732717.82	1217	3191
1767732717.88	1218	1750
1767732717.95	1219	3177
1767732718.08	1221	3756
1767732718.15	1222	2081
1767732718.22	1223	2709
1767732718.28	1224	2115
1767732718.35	1225	3716
1767732718.42	1226	2556
1767732718.49	1227	2145
1767732718.55	1228	3869
1767732718.62	1229	3587
1767732718.69	1230	4360
1767732718.75	1231	4104
1767732718.82	1232	1782
1767732718.89	1233	2270
1767732718.96	1234	2987
1767732719.02	1235	9
1767732728.65	1236	1245
1767732728.72	1237	3399
1767732728.78	1238	3156
1767732728.85	1239	3262
1767732728.92	1240	3457
1767732728.98	1241	2130
1767732729.12	1243	4129
1767732729.19	1244	1467
1767732729.25	1245	3271
1767732729.32	1246	2620
1767732729.39	1247	2244
1767732729.45	1248	1640
1767732729.52	1249	4201
1767732729.59	1250	1556
1767732729.66	1251	1764
1767732729.72	1252	1911
1767732729.79	1253	3687
1767732729.86	1254	4362
1767732729.92	1255	2101
1767732730.06	1257	2535
1767732730.13	1258	2683
1767732730.19	1259	2080
1767732730.33	1261	9
1767732733.39	1262	4226
1767732733.45	1263	4034
1767732733.52	1264	1902
1767732733.66	1266	3061
1767732733.72	1267	4043
1767732733.79	1268	2358
1767732733.86	1269	3625
1767732733.92	1270	3708
1767732733.99	1271	2575
1767732734.06	1272	3690
1767732734.13	1273	1393
1767732734.19	1274	3655
1767732734.26	1275	2005
1767732734.33	1276	1462
1767732734.39	1277	2855
1767732734.53	1279	1223
1767732734.59	1280	4311
1767732734.66	1281	2098
1767732734.73	1282	9
1767732736.17	1283	9
1767732737.68	1284	9
1767732739.44	1285	9
1767732748.79	1286	9
1767732758.72	1287	9
1767732765.53	1288	9
1767732769.28	1289	3292
1767732769.34	1290	4270
1767732769.41	1291	3173
1767732769.48	1292	4049
1767732769.54	1293	2478
1767732769.61	1294	3351
1767732769.75	1296	2192
1767732769.81	1297	4307
1767732769.88	1298	3306
1767732769.95	1299	2338
1767732770.01	1300	3963
1767732770.15	1302	3991
1767732770.22	1303	3632
1767732770.28	1304	3419
1767732770.35	1305	4007
1767732770.42	1306	3878
1767732770.48	1307	1777
1767732770.55	1308	1248
1767732770.62	1309	3456
1767732770.69	1310	2845
1767732770.75	1311	3107
1767732770.82	1312	3947
1767732770.95	1314	3529
1767732771.02	1315	2870
1767732771.09	1316	2981
1767732771.15	1317	9
1767732779.45	1318	2843
1767732779.52	1319	2697
1767732779.58	1320	1914
1767732779.65	1321	1944
1767732779.72	1322	3411
1767732779.79	1323	3802
1767732779.85	1324	2587
1767732779.99	1326	3082
1767732780.05	1327	3236
1767732780.12	1328	3396
1767732780.19	1329	3826
1767732780.26	1330	3146
1767732780.32	1331	2402
1767732780.39	1332	1555
1767732780.46	1333	1667
1767732780.59	1335	4405
1767732780.66	1336	2661
1767732780.72	1337	1454
1767732780.79	1338	2423
1767732780.86	1339	3847
1767732780.93	1340	4053
1767732780.99	1341	3162
1767732781.06	1342	3477
1767732781.13	1343	4203
1767732781.26	1345	3590
1767732781.33	1346	9
1767732783.15	1348	1901
1767732783.22	1349	3990
1767732783.42	1352	3047
1767732783.49	1353	1345
1767732783.62	1355	3633
1767732783.75	1357	4382
1767732783.82	1358	3651
1767732783.96	1360	1268
1767732784.02	1361	3318
1767732784.09	1362	1235
1767732784.16	1363	1947
1767732784.22	1364	2020
1767732784.29	1365	3321
1767732784.36	1366	2415
1767732784.42	1367	9
1767732787.99	1368	1467
1767732788.05	1369	2130
1767732788.12	1370	3293
1767732788.19	1371	3562
1767732788.26	1372	1568
1767732788.32	1373	2723
1767732788.39	1374	2872
1767732788.46	1375	2584
1767732788.52	1376	4079
1767732788.59	1377	3229
1767732788.66	1378	3805
1767732788.73	1379	1840
1767732788.79	1380	2609
1767732788.93	1382	3819
1767732789.06	1384	2040
1767732789.13	1385	1834
1767732789.19	1386	2317
1767732789.33	1388	1883
1767732789.40	1389	1530
1767732789.46	1390	2802
1767732789.53	1391	3091
1767732789.60	1392	2812
1767732789.66	1393	3822
1767732789.73	1394	3460
1767732789.80	1395	3171
1767732789.87	1396	9
1767732796.01	1397	2841
1767732796.08	1398	3821
