1725308763.07	0	9
1725308766.62	1	9
1725308769.58	2	9
1725308775.46	3	9
1725308779.53	4	9
1725308783.12	5	9
1725308792.13	6	9
1725308797.75	7	9
1725308809.06	8	9
1725308816.95	9	9
1725308878.94	0	9
1725308902.71	1	9
1725308906.39	2	9
1725308912.82	3	9
1725308919.87	0	9
1725308901.55	0	9
1725308902.71	1	9
1725308906.39	2	9
1725308912.82	3	9
1725308918.68	4	9
1725308930.04	5	9
1725308936.53	6	9
1725308940.33	7	9
1725308945.81	8	9
1725308956.09	9	9
1725308963.86	10	9
1725308972.10	11	9
1725308980.67	12	9
1725308982.38	13	9
1725308992.45	14	9
