1728493343.844	1	2402
1728493343.911	2	3618
1728493343.978	3	1621
1728493344.045	4	1757
1728493344.112	5	3771
1728493344.179	6	2515
1728493344.246	7	3404
1728493344.313	8	2115
1728493344.38	9	1203
1728493344.447	10	4190
1728493344.514	11	4774
1728493344.582	12	1365
1728493344.649	13	1214
1728493344.716	14	3273
1728493344.783	15	2773
1728493344.85	16	2429
1728493344.917	17	4194
1728493344.984	18	3442
1728493345.051	19	2891
1728493345.118	20	2968
1728493345.185	21	3612
1728493345.252	22	4263
1728493345.319	23	2794
1728493345.386	24	9
1728493351.783	25	4542
1728493351.85	26	4347
1728493351.917	27	2853
1728493351.984	28	4404
1728493352.051	29	2745
1728493352.118	30	3194
1728493352.185	31	2905
1728493352.252	32	1452
1728493352.319	33	4374
1728493352.386	34	1791
1728493352.454	35	2436
1728493352.521	36	2432
1728493352.588	37	1685
1728493352.655	38	3217
1728493352.722	39	3878
1728493352.789	40	1386
1728493352.856	41	2852
1728493352.923	42	2992
1728493352.99	43	3580
1728493353.057	44	3015
1728493353.124	45	4245
1728493353.191	46	3369
1728493353.258	47	2395
1728493353.325	48	2566
1728493353.393	49	3020
1728493353.46	50	3474
1728493353.527	51	9
