1727980123.419	1	9
1727980127.502	2	1848
1727980127.569	3	1507
1727980127.636	4	1549
1727980127.703	5	3778
1727980127.771	6	4758
1727980127.838	7	2783
1727980127.905	8	3835
1727980127.972	9	1345
1727980128.039	10	3434
1727980128.107	11	2597
1727980128.174	12	1435
1727980128.241	13	3635
1727980128.308	14	2224
1727980128.375	15	2424
1727980128.442	16	2453
1727980128.509	17	4419
1727980128.576	18	4305
1727980128.644	19	2249
1727980128.711	20	2075
1727980128.778	21	4264
1727980128.845	22	3479
1727980128.912	23	3805
1727980128.979	24	3437
1727980129.046	25	4011
1727980129.113	26	2003
1727980129.18	27	9
1727980130.704	28	9
1727980133.158	29	4633
1727980133.225	30	3979
1727980133.292	31	4634
1727980133.359	32	2516
